Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Martínez-Victoria, M; Maté-Sanchez-Val, M",,,,"Martinez-Victoria, Mcarmen; Mate-Sanchez-Val, Mariluz",,,Determinants of trade credit financing: a dynamic analysis comparing agri-food cooperatives and non-cooperatives,AGRICULTURAL FINANCE REVIEW,,,English,Article,,,,,,Accounts receivable; Cooperatives; Partial adjustment model; Agri-food companies,AGRICULTURAL MARKETING COOPERATIVES; INVESTOR-OWNED FIRMS; FARMERS SATISFACTION; AGENCY COSTS; ADJUSTMENT; FUTURE; GROWTH; PROFITABILITY; CONSTRAINTS; ECONOMICS,"Purpose - The particular characteristics of agri-food cooperatives reduce their ability to access external financial resources. The purpose of this paper is to explore the factors influencing the agri-food cooperatives' trade credit operations by measuring their accounts receivable and comparing the results with agri-food investor-owned firms (IOFs). Design/methodology/approach - The authors apply a partial adjustment model (PAM) estimated using a dynamic panel model with a two-step general method of moments (GMM) estimator to a sample of 11,930 Spanish agri-food cooperatives and IOFs for the period 2011-2018. Findings - The study concludes that cooperatives and IOFs have an accounts receivable target, which they attempt to achieve rapidly. Cooperatives tend to behave as IOFs do, but they present lower adjustment coefficients. This difference seems to be explained by the unique characteristics of cooperatives which set different economic and social goals, not just profit maximization as IOFs. The findings show differences between the financial and commercial purposes of the cooperatives and IOFs as a result of their internal management policies. Larger cooperatives with access to external financial sources, positive cash flows and operational necessities will grant trade credit. Originality/value - This study gives interesting implications for cooperative managers and policymakers to help them to understand the strategies behind trade credit policies. Previous empirical studies on the agri-food sector are scarce and focus on IOFs without considering the role of trade credit in European cooperatives.","[Martinez-Victoria, Mcarmen] Univ Almeria, Dept Econ & Business, Almeria, Spain; [Mate-Sanchez-Val, Mariluz] Tech Univ Cartagena, Dept Econ Accounting & Finance, Cartagena, Spain",Universidad de Almeria; Universidad Politecnica de Cartagena,"Martínez-Victoria, M (corresponding author), Univ Almeria, Dept Econ & Business, Almeria, Spain.",mcmvic@ual.es,"Mate, Mariluz/H-2131-2015","Mate, Mariluz/0000-0002-9805-6365; Martinez-Victoria, MCarmen/0000-0003-3964-2759","Fundacion Seneca, Science and Technology Agency of the Region of Murcia [19884/GERM/15]; Ministerio de Ciencia e Innovacion [PID2019-107800GB-I00]","Fundacion Seneca, Science and Technology Agency of the Region of Murcia; Ministerio de Ciencia e Innovacion(Instituto de Salud Carlos IIISpanish Government)","Mariluz Mate-Sanchez-Val acknowledges the financial support received from Fundacion Seneca, Science and Technology Agency of the Region of Murcia, Contract no 19884/GERM/15 and Ministerio de Ciencia e Innovacion PID2019-107800GB-I00.",,88,2,2,4,9,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",0002-1466,2041-6326,,AGRIC FINANCE REV,Agric. Finance Rev.,,2022,82,5,,,,,890,913,,10.1108/AFR-09-2021-0126,http://dx.doi.org/10.1108/AFR-09-2021-0126,,DEC 2021,24,Agricultural Economics & Policy,Emerging Sources Citation Index (ESCI),Agriculture,8K4DU,,,,,2023-10-16,WOS:000736606300001,View Full Record in Web of Science
J,"Chaab, J; Demirag, OC",,,,"Chaab, Jafar; Demirag, Ozgun Caliskan",,,Effects of consumer loyalty and product web compatibility on cooperative advertising and pricing policies in a dual-channel supply chain,RAIRO-OPERATIONS RESEARCH,,,English,Article,,,,,,Cooperative advertising; dual-channel supply chain; game theory; supply chain management,ONE MANUFACTURER; DECISIONS; COORDINATION; STRATEGIES,"A common practice for brand manufacturers is to operate dual distribution channels in which they offer an online channel for direct sales to end consumers and an independently-managed retail channel for sales in physical stores. This structure enables the manufacturers to reach multiple segments of consumers with different online and offline shopping preferences, but it may create channel conflicts due to the manufacturers' competitive position in the end market. Cooperative advertising programs can be implemented in response to the emerging competitive dynamics between the manufacturers and the retailers. We investigate the impact of the consumers' sales channel preference (i.e., consumer loyalty) and the product compatibility with online shopping (i.e., product web compatibility or web fit) on the cooperative advertising and pricing decisions of a manufacturer and a retailer in a dual-channel supply chain. We use game-theoretical models and characterize the firms' equilibrium behaviors under different power structures in the channel. Our results indicate that the level of the retailer's advertising investment and the manufacturer's reimbursement in the cooperative advertising program depend critically on consumer loyalty, product web compatibility, and the power distribution among the channel members. For example, when the channel power is symmetrically distributed or held asymmetrically by the retailer, the retailer's local advertising level increases as the product web compatibility decreases or the proportion of store-loyal consumers increases; whereas this trend is reversed when the manufacturer is the channel leader. We examine how the introduction of the direct channel affects the profits, and we generate additional managerial insights from numerical experiments.","[Chaab, Jafar] Gerad, Montreal, PQ H3T 2A7, Canada; [Chaab, Jafar] HEC Montreal, Dept Decis Sci, Montreal, PQ H3T 2A7, Canada; [Demirag, Ozgun Caliskan] Penn State Univ, Behrend Coll, Black Sch Business, Erie, PA 16563 USA",Universite de Montreal; Universite de Montreal; HEC Montreal; Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University,"Demirag, OC (corresponding author), Penn State Univ, Behrend Coll, Black Sch Business, Erie, PA 16563 USA.",ozc1@psu.edu,,,,,,,48,2,2,10,23,EDP SCIENCES S A,LES ULIS CEDEX A,"17, AVE DU HOGGAR, PA COURTABOEUF, BP 112, F-91944 LES ULIS CEDEX A, FRANCE",0399-0559,2804-7303,,RAIRO-OPER RES,Rairo-Oper. Res.,AUG 18,2022,56,4,,,,,2557,2580,,10.1051/ro/2022120,http://dx.doi.org/10.1051/ro/2022120,,,24,Operations Research & Management Science,Science Citation Index Expanded (SCI-EXPANDED),Operations Research & Management Science,3Z6SN,,"hybrid, Green Published",,,2023-10-16,WOS:000844548200001,View Full Record in Web of Science
J,"Detert, JR; Burris, ER; Harrison, DA; Martin, SR",,,,"Detert, James R.; Burris, Ethan R.; Harrison, David A.; Martin, Sean R.",,,Voice Flows to and around Leaders: Understanding When Units Are Helped or Hurt by Employee Voice,ADMINISTRATIVE SCIENCE QUARTERLY,,,English,Article,,,,,,employee voice; lateral voice; voice network; communication structure; organizational citizenship behavior; credit unions,ORGANIZATIONAL CITIZENSHIP BEHAVIORS; EXTRA-ROLE BEHAVIORS; SOCIAL-INFLUENCE; ADVICE NETWORKS; MEMBER EXCHANGE; WORK GROUPS; PERFORMANCE; SPEAKING; LEVEL; KNOWLEDGE,"In two studies, we develop and test theory about the relationship between speaking up, one type of organizational citizenship behavior, and unit performance by accounting for where employee voice is flowing. Results from a qualitative study of managers and professionals across a variety of industries suggest that voice to targets at different formal power levels (peers or superiors) and locations in the organization (inside or outside a focal unit) differs systematically in terms of its usefulness in generating actions to a unit's benefit on the issues raised and in the likely information value of the ideas expressed. We then theorize how distinct voice flows should be differentially related to unit performance based on these core characteristics and test our hypotheses using time-lagged field data from 801 employees and their managers in 93 units across nine North American credit unions. Results demonstrate that voice flows are positively related to a unit's effectiveness when they are targeted at the focal leader of that unitwho should be able to take actionwhether from that leader's own subordinates or those in other units, and negatively related to a unit's effectiveness when they are targeted at coworkers who have little power to effect change. Together, these studies provide a structural framework for studying the nature and impact of multiple voice flows, some along formal reporting lines and others that reflect the informal communication structure within organizations. This research demonstrates that understanding the potential performance benefits and costs of voice for leaders and their units requires attention to the structure and complexity of multiple voice flows rather than to an undifferentiated amount of voice.","[Detert, James R.] Cornell Univ, Johnson Grad Sch Management, Ithaca, NY 14853 USA; [Burris, Ethan R.; Harrison, David A.] Univ Texas Austin, McCombs Sch Business, Austin, TX 78712 USA; [Martin, Sean R.] Cornell Univ, Johnson Grad Sch Management, Ithaca, NY 14850 USA",Cornell University; University of Texas System; University of Texas Austin; Cornell University,"Detert, JR (corresponding author), Cornell Univ, Johnson Grad Sch Management, Ithaca, NY 14853 USA.",jrd239@cornell.edu; ethan.burris@mccombs.utexas.edu; drdaveharrison@mail.utexas.edu; srm238@cornell.edu,"Burris, Ethan R/A-7783-2009; Harrison, David A/G-3342-2012","Harrison, David A/0000-0001-5247-3633",,,,,130,160,166,12,268,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",0001-8392,1930-3815,,ADMIN SCI QUART,Adm. Sci. Q.,DEC,2013,58,4,,,,,624,668,,10.1177/0001839213510151,http://dx.doi.org/10.1177/0001839213510151,,,45,Business; Management,Social Science Citation Index (SSCI),Business & Economics,285ZJ,,,,,2023-10-16,WOS:000329433700004,View Full Record in Web of Science
J,"Pagliacci, F; Zavalloni, M; Raggi, M; Viaggi, D",,,,"Pagliacci, Francesco; Zavalloni, Matteo; Raggi, Meri; Viaggi, Davide",,,Coordination in the agri-food sector: The role of social capital and remoteness in the emergence of Italian network contracts,JOURNAL OF RURAL STUDIES,,,English,Article,,,,,,Hybrid; Coordination; Network contract; Remoteness; Social capital,COUNT DATA; MARKETING COOPERATIVES; EMPIRICAL-EVIDENCE; RURAL-AREAS; FARMERS; TRUST; ORGANIZATION; GOVERNANCE; MEMBERSHIP; PARTICIPATION,"The organization of the agri-food sector is dominated by hybrid forms of interaction among independent firms. To explain the participation in this form of arrangements, the bulk of the literature has focused on firm-level characteristics. In this paper, we assess the role that the territorial dimension, in terms of social capital and geographical remoteness, plays in the explaining Italian firms' participation to Network Contracts (NC). NC have been institutionalized in Italy in 2009 to provide a legal framework for the formation of a wide range of hybrids, encompassing both vertical and horizontal coordination. Data on the population of NCs are aggregated at the municipality level and analyzed through a zero-hurdle model, that properly addresses skewed data with many zeros and admits different underlying processes to explain the zero values. Results show that the territorial dimension plays a major role in explaining the participation to NCs. Proxied through a synthetic indicator, the social capital is strongly significant and negatively related to the number of NC members at the municipality level. However, such a relation proves to be more complicated when different dimensions of social capital are taken into account and when trying to disentangle its effect on horizontal and vertical NC. With respect to geography, remoteness seems to hinder the formation of NCs, as the more peripheral a given municipality, the lower the number of participants. NCs seems to be a legal framework that is able to overcome the constraint to coordination set by the lack of social capital, but it does not show to overcome the problem related to remoteness.","[Pagliacci, Francesco] Univ Padua, Dipartimento Terr & Sistemi Agroforestali TESAF, Viale Univ 16, I-35020 Legnaro, PD, Italy; [Zavalloni, Matteo; Viaggi, Davide] Univ Bologna, Dept Agr & Food Sci DISTAL, Viale Fanin 50, I-40127 Bologna, BO, Italy; [Raggi, Meri] Univ Bologna, Dept Stat Sci, Via Belle Arti 41, I-40126 Bologna, BO, Italy",University of Padua; University of Bologna; University of Bologna,"Zavalloni, M (corresponding author), Univ Bologna, Dept Agr & Food Sci DISTAL, Viale Fanin 50, I-40127 Bologna, BO, Italy.",francesco.pagliacci@unipd.it; matteo.zavalloni@unibo.it; meri.raggi@unibo.it; davide.viaggi@unibo.it,"Zavalloni, Matteo/M-4023-2016; Raggi, Meri/D-1260-2011; Viaggi, Davide/A-3223-2009","Zavalloni, Matteo/0000-0002-6291-7653; Raggi, Meri/0000-0001-6960-1099; Viaggi, Davide/0000-0001-9503-2977; PAGLIACCI, Francesco/0000-0002-3667-7115",,,,,66,6,6,0,7,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0743-0167,1873-1392,,J RURAL STUD,J. Rural Stud.,JUL,2020,77,,,,,,93,104,,10.1016/j.jrurstud.2020.04.036,http://dx.doi.org/10.1016/j.jrurstud.2020.04.036,,,12,Geography; Regional & Urban Planning,Social Science Citation Index (SSCI),Geography; Public Administration,LZ3NS,,,,,2023-10-16,WOS:000541135900010,View Full Record in Web of Science
J,"Veach, T; Yoon, Y; Iglesias, JD",,,,"Veach, Timothy; Yoon, Yeongjoon; Iglesias, John D.",,,Do multilingual employees better adjust to work environment changes? Examining the case of a credit union during the COVID-19 pandemic,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ANALYSIS,,,English,Article; Early Access,,,,,,Multilingual employees; Task switching; Bilingual employees; Adjustment to change; Organizational change management; Organizational analysis; Change management; Language; HRM; Organizational change; Employee productivity,ORGANIZATIONAL-CHANGE; BILINGUALISM; AMBIGUITY; FAMILY; HOME; FORM,"Purpose Organizations have been challenged to identify antecedents to improved employee adjustment to the work environment changes that arose in the wake of the COVID-19 global pandemic. This study aims to explore the effect of multilingualism on employee ability to adjust to workplace changes based on the concept that multilinguals have been found to switch between tasks more efficiently as compared to monolinguals. Design/methodology/approach Applying a sequential explanatory mixed methods research approach, quantitative performance evaluation data on 207 credit union employees is analyzed using hierarchical linear modeling to predict employee performance, and thematic analysis of qualitative data representing the adjustment narratives of six monolingual and six multilingual employees within the sample is conducted, corresponding to the period during which employees were adjusting to broad workplace changes after the onset of the global pandemic. Findings The results suggest greater predicted improvement in the performance of multilingual employees. Reliance on the task-switching ability associated with multilingualism is found to be the primary self-evaluative factor for successful change adjustment among multilingual employees. Practical implications In light of work performance benefits identified in this study, organizations may consider multilingualism as a characteristic preceding better adjustment to organizational change, and not simply as a skill applicable to tasks requiring language proficiency, suggesting practical implications for human resource and organizational management. Originality/value This is the first sequential explanatory study focusing on the task-switching ability of multilinguals as an antecedent to change adjustment evidenced by improved work performance within an organizational context.","[Veach, Timothy; Iglesias, John D.] Bushnell Univ, Sch Business Leadership & Technol, Eugene, OR 97401 USA; [Veach, Timothy] George Fox Univ, Newberg, OR 97132 USA; [Yoon, Yeongjoon] Texas A&M Univ Cent Texas, Coll Business Adm, Killeen, TX USA",George Fox University; Texas A&M University System,"Veach, T (corresponding author), Bushnell Univ, Sch Business Leadership & Technol, Eugene, OR 97401 USA.;Veach, T (corresponding author), George Fox Univ, Newberg, OR 97132 USA.",tveach@bushnell.edu,,,,,,,50,2,2,2,7,EMERALD GROUP PUBLISHING LTD,BINGLEY,"HOWARD HOUSE, WAGON LANE, BINGLEY BD16 1WA, W YORKSHIRE, ENGLAND",1934-8835,1758-8561,,INT J ORGAN ANAL,Int. J. Organ. Anal.,2022 APR 26,2022,,,,,,,,,,10.1108/IJOA-01-2022-3115,http://dx.doi.org/10.1108/IJOA-01-2022-3115,,APR 2022,20,Management,Emerging Sources Citation Index (ESCI),Business & Economics,0T0SJ,,Green Submitted,,,2023-10-16,WOS:000786682700001,View Full Record in Web of Science
J,"Henock, MS",,,,"Henock, Melesse Semaw",,,Financial sustainability and outreach performance of saving and credit cooperatives: The case of Eastern Ethiopia,ASIA PACIFIC MANAGEMENT REVIEW,,,English,Article,,,,,,Deposit mobilization; Financial sustainability; Operational efficiency; Outreach; SACCO,,"Financial cooperatives and microfinance institutions are typical models that disprove the traditional assumption that the poor are neither creditworthy nor able to save. The principal objective of Savings and Credit Cooperative Societies are accumulating savings and creating a source of credit to members at a fair and reasonable interest rate. SACCOs need to be financially sustainable and accessible in order to provide sustainable financial products and effectively serving the poor. The main objective of this study is to examine the sustainability and outreach performance of SACCOs in Eastern Ethiopia. The study employed both descriptive and causal research design. 46 SACCOs that have been operating at least for three years with audited financial reports were selected for the study. The study used secondary data sources mainly audited financial statement of the society for the year 2016. The study found that SACCOs in Eastern Ethiopia are financially sustainable and their outreach performance is at moderate level. Return on asset, operational efficiency, debt equity ratio, donation, and deposit mobilization are statistically significant predictor variables in determining the financial self-sufficiency of SACCOs. Similarly, financial self-sufficiency, size, debt equity ratio and donation are statistically significant predictor variables in determining the outreach performance of SACCOs. (C) 2018 College of Management, National Cheng Kung University. Production and hosting by Elsevier Taiwan LLC. All rights reserved.","[Henock, Melesse Semaw] Haramaya Univ, Dept Management, Dire Dawa, Ethiopia",Haramaya University,"Henock, MS (corresponding author), Haramaya Univ, Dept Management, Dire Dawa, Ethiopia.",henock.semaw@gmail.com,"Melesse, Henock Semaw/GZG-4430-2022","Semaw, Henock/0000-0002-8541-5509",,,,,22,18,18,1,9,ELSEVIER TAIWAN,TAIPEI,"RM N-412, 4F, CHIA HSIN BUILDING 11, NO 96, ZHONG SHAN N ROAD SEC 2, TAIPEI, 10449, TAIWAN",1029-3132,,,ASIA PAC MANAG REV,Asia Pac. Manag. Rev.,MAR,2019,24,1,,,,,1,9,,10.1016/j.apmrv.2018.08.001,http://dx.doi.org/10.1016/j.apmrv.2018.08.001,,,9,Management,Emerging Sources Citation Index (ESCI),Business & Economics,HQ0JD,,hybrid,,,2023-10-16,WOS:000462079700001,View Full Record in Web of Science
J,"Hatanaka, M",,,,"Hatanaka, Maki",,,"Beyond consuming ethically? Food citizens, governance, and sustainability",JOURNAL OF RURAL STUDIES,,,English,Article,,,,,,,CONSUMPTION; DEMOCRACY,"To improve the sustainability of food and agriculture, analyses are increasingly calling for forms of engagement by consumers that go beyond voting with their dollars, and for people to be food citizens. While the notion of food citizenship suggests innovative ways that consumers can contribute to sustainable transitions, there is a dearth of research on what it means for a person to act as a food citizen and the kinds of governance processes that enable food citizenship. Using a case study of a consumer cooperative, Seikatsu Club Consumer Cooperative, in Japan, this paper examines how consumers and producers act as food citizens, and the ways that governance processes affect food citizenship. Three sets of analyses are presented. First, the aspects of Seikatsu Club's governance system that promote and facilitate food citizenship are analyzed. Second, what it means to be food citizens and the kinds of activities consumers and producers partake in as food citizens are examined. Third, the ways that food citizenship impacts consumer-producer relations and sustainability are discussed. Specifically, the analysis of Seikatsu Club Consumer Cooperative indicates that food citizenship can facilitate mutual understanding and partnership between consumers and producers, and a sense of ownership by them over the food system and sustainability. In concluding, the implications of the findings on Seikatsu Club Consumer Cooperative for governance, food citizenship, and sustainability more generally are discussed.","[Hatanaka, Maki] Sam Houston State Univ, Dept Sociol, Huntsville, TX 77340 USA",Texas State University System; Sam Houston State University,"Hatanaka, M (corresponding author), Sam Houston State Univ, Dept Sociol, Huntsville, TX 77340 USA.",maki.hatanaka@shsu.edu,,,,,,,39,17,18,1,18,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0743-0167,,,J RURAL STUD,J. Rural Stud.,JUL,2020,77,,,,,,55,62,,10.1016/j.jrurstud.2020.04.006,http://dx.doi.org/10.1016/j.jrurstud.2020.04.006,,,8,Geography; Regional & Urban Planning,Social Science Citation Index (SSCI),Geography; Public Administration,LZ3NS,,,,,2023-10-16,WOS:000541135900006,View Full Record in Web of Science
J,"Rahman, M",,,,"Rahman, Matiur",,,Islamic banks with mutuality and neutrality: A balance-sheet-based-theoretical framework,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,,,English,Article,,,,,,Credit unions; Ethics; Islamic banks; Riba; Sharia'ha,,"The sole purpose of this paper is to develop a simple balance-sheet-based theoretical model for Islamic banks by incorporation of mutuality and neutrality characteristics as evidenced in large credit unions. The theoretical results reveal that an optimum combination of investment in Sharia'h-compliant securities and permissible lending in response to relative changes in expected average return of securities, lending rate and deposit rate. Counter-intuitively, the Islamic banks do not tend to change the optimum combination of loans and securities due to increase in risk unless it is massive and persistent springing from deep negative economic shocks. The findings of this paper have potential policy implications for Islamic banks and other business entities. As for policy implications, they should i) maintain balanced portfolio with moderate risk exposure, as applicable; ii) keep buffer capital higher than the minimum required to withstand unforeseen financial turmoil; iii) carefully assess costs and benefits of each permissible project; iv) monitor customer profiles to assess individual situations; v) recognize common bond; vi) balance member benefits for neutrality; vii) be transparent and ethical in dealing with clients; and viii) operate according to financial capacities. (c) 2018 Board of Trustees of the University of Illinois. Published by Elsevier Inc. All rights reserved.","[Rahman, Matiur] McNeese State Univ, Finance, Lake Charles, LA 70609 USA",University of Louisiana System; McNeese State University,"Rahman, M (corresponding author), McNeese State Univ, Finance, Lake Charles, LA 70609 USA.",mrahman@mcneese.edu,,,,,,,34,2,2,0,1,ELSEVIER SCIENCE INC,NEW YORK,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",1062-9769,1878-4259,,Q REV ECON FINANC,Q. Rev. Econ. Financ.,NOV,2019,74,,,,,,3,8,,10.1016/j.qref.2018.02.001,http://dx.doi.org/10.1016/j.qref.2018.02.001,,,6,Economics,Social Science Citation Index (SSCI),Business & Economics,JR5WZ,,,,,2023-10-16,WOS:000499696300002,View Full Record in Web of Science
J,"Mukund, K; Syamasundari, B",,,,"Mukund, K; Syamasundari, B",,,Doomed to fail? 'Handloom weavers' co-operatives in Andhra Pradesh,ECONOMIC AND POLITICAL WEEKLY,,,English,Article,,,,,,,,"Handloom co-operatives in Andhra Pradesh - traditionally the major handloom weaving region of India - are in decline. On the basis of case studies of four weavers' co-operative societies and other data the article finds that competition from powerlooms can only partly explain the decline of handlooms, as there is a new and growing market for handloom. By far the more serious reason is politicisation of co-operative societies and government and bureaucratic control.",,,,,,,,,,,9,2,2,0,1,ECONOMIC POLITICAL WEEKLY,BOMBAY,"HITKARI HOUSE 284 SHAHID BHAGATSINGH RD, BOMBAY 400 038, INDIA",0012-9976,2349-8846,,ECON POLIT WEEKLY,Econ. Polit. Week.,DEC 26,1998,33,52,,,,,3323,3332,,,,,,10,Regional & Urban Planning; Political Science,Social Science Citation Index (SSCI),Public Administration; Government & Law,163JZ,,,,,2023-10-16,WOS:000078403400019,View Full Record in Web of Science
J,"Schulte, M; Winkler, A",,,,"Schulte, Markus; Winkler, Adalbert",,,Drivers of solvency risk - Are microfinance institutions different?,JOURNAL OF BANKING & FINANCE,,,English,Article,,,,,,Microfinance; Bank risk; Financial stability,PERFORMING LOANS EVIDENCE; BUSINESS MODELS; BANK RISK; IMPACT; SUSTAINABILITY; COMPETITION; OUTREACH; GROWTH; SIZE,"Based on a dataset covering 2938 banks and 1078 microfinance institutions (MFIs) operating in 106 countries this paper compares drivers of MFI and bank solvency risk. Measuring solvency risk by the nonperforming loans (NPL) ratio we find that several factors driving the bank NPL ratio play a more subdued role for MFIs. By contrast, MFI Z-scores, notably those of MFI banks, credit unions and other MFIs, are driven by largely the same factors as bank Z-scores. The difference in results can be linked to the special characteristics of credit technologies pursued by MFIs. Given that the Z-score is the broader risk measure we conclude from our results that larger and deposit taking MFIs should be subject to the same regulatory and supervisory regimes as banks. (C) 2019 Elsevier B.V. All rights reserved.","[Schulte, Markus; Winkler, Adalbert] Ctr Dev Finance, Frankfurt Sch Finance & Management, Adickesallee 32-34, D-60322 Frankfurt, Germany",Frankfurt School Finance & Management,"Winkler, A (corresponding author), Ctr Dev Finance, Frankfurt Sch Finance & Management, Adickesallee 32-34, D-60322 Frankfurt, Germany.",a.winkler@fs.de,,,,,,,82,19,19,1,14,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0378-4266,1872-6372,,J BANK FINANC,J. Bank Financ.,SEP,2019,106,,,,,,403,426,,10.1016/j.jbankfin.2019.07.009,http://dx.doi.org/10.1016/j.jbankfin.2019.07.009,,,24,"Business, Finance; Economics",Social Science Citation Index (SSCI),Business & Economics,IX7HU,,,,,2023-10-16,WOS:000485855200027,View Full Record in Web of Science
J,"Mushonga, M; Arun, TG; Marwa, NW",,,,"Mushonga, Master; Arun, Thankom G.; Marwa, Nyankomo W.",,,"Drivers, inhibitors and the future of co-operative financial institutions: A Delphi study on South African perspective",TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,,English,Article,,,,,,Delphi; SWOT; Future developments; Co-operative financial institutions; Performance drivers; Social change,CREDIT UNIONS; TECHNOLOGY FORESIGHT; HYBRID DELPHI; SWOT ANALYSIS; PERFORMANCE; ACCESS; METHODOLOGY; SERVICES; MARKETS; BRITAIN,"This study investigates the performance drivers and inhibitors in South Africa's Co-operative Financial Institutions (CFIs) by employing a hybrid Delphi-SWOT study. Issues generated by 36 experts over four rounds of questionnaires, suggest that the sector is suffering more from internal than external inhibitors. From the 22 future developments identified by these experts, six growth strategies within the control or influence of management were drawn in the areas of technology, people, marketing, culture shift, environmental and policy interventions. The study presents a CFI performance ecosystem based on identifying key drivers, inhibitors and strategies to achieve high-performance growth.","[Mushonga, Master; Arun, Thankom G.; Marwa, Nyankomo W.] Univ Stellenbosch, Business Sch, POB 610, ZA-7535 Cape Town, South Africa; [Arun, Thankom G.] Univ Essex, Essex Business Sch, Colchester, Essex, England",Stellenbosch University; University of Essex,"Mushonga, M (corresponding author), Univ Stellenbosch, Business Sch, POB 610, ZA-7535 Cape Town, South Africa.",master.mushonga@yahoo.co.uk,"Arun, Thankom/AGZ-7354-2022; Arun, Thankom/IQW-4836-2023","arun, thankom/0000-0002-2552-0462",,,,,86,6,7,0,15,ELSEVIER SCIENCE INC,NEW YORK,"STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA",0040-1625,1873-5509,,TECHNOL FORECAST SOC,Technol. Forecast. Soc. Chang.,AUG,2018,133,,,,,,254,268,,10.1016/j.techfore.2018.04.028,http://dx.doi.org/10.1016/j.techfore.2018.04.028,,,15,Business; Regional & Urban Planning,Social Science Citation Index (SSCI),Business & Economics; Public Administration,GM6YC,,,,,2023-10-16,WOS:000438323900021,View Full Record in Web of Science
J,"Bubb, R; Kaufman, A",,,,"Bubb, Ryan; Kaufman, Alex",,,Consumer biases and mutual ownership,JOURNAL OF PUBLIC ECONOMICS,,,English,Article,,,,,,Consumer biases; Mutual ownership; Nonprofits; Credit unions,SELF-CONTROL; INFORMATION; PROVISION; ECONOMICS; INSURANCE; MARKETS,"We show how ownership of the firm by its customers, as well as nonprofit status, can prevent firms from using contractual terms that take advantage of consumer biases. By eliminating an outside residual claimant with control over the firm, these alternatives to investor ownership reduce the incentive of the firm to offer such terms. However, customers who are unaware of their behavioral biases may fail to recognize this advantage of non-investor-owned firms. We present evidence from the consumer financial services market that supports our theory. Comparing contract terms, we find that mutually owned firms offer lower penalties, such as default interest rates, and higher up-front prices, such as introductory interest rates, than do investor-owned firms. However, consumers most vulnerable to these penalties are no more likely to use mutually owned firms. (C) 2013 Elsevier B.V. All rights reserved.","[Bubb, Ryan] NYU, Sch Law, New York, NY 10003 USA",New York University,"Bubb, R (corresponding author), NYU, Sch Law, New York, NY 10003 USA.",ryan.bubb@nyu.edu; alex.kaufman@frb.gov,,,,,,,28,16,16,0,22,ELSEVIER SCIENCE SA,LAUSANNE,"PO BOX 564, 1001 LAUSANNE, SWITZERLAND",0047-2727,,,J PUBLIC ECON,J. Public Econ.,SEP,2013,105,,,,,,39,57,,10.1016/j.jpubeco.2013.06.002,http://dx.doi.org/10.1016/j.jpubeco.2013.06.002,,,19,Economics,Social Science Citation Index (SSCI),Business & Economics,217KJ,,,,,2023-10-16,WOS:000324358100005,View Full Record in Web of Science
