authors,title,source_title,issn,doi,year,base,journal_title,h_index,avaliador,situacao
Valkila J.; Nygren A.,impacts of fair trade certification on coffee farmers cooperatives and laborers in nicaragua,agriculture and human values,0889048X,10.1007/s10460-009-9208-7,2010,scopus,Agriculture and Human Values,86,Flávia,
Anh P.T.; Bush S.R.; Mol A.P.J.; Kroeze C.,the multilevel environmental governance of vietnamese aquaculture global certification national standards local cooperatives,journal of environmental policy and planning,15227200,10.1080/1523908X.2011.633701,2011,scopus,Journal of Environmental Policy and Planning,61,Flávia,
Černý I.; Veverková A.; Kovaŕ M.; Pačuta V.; Molńarová J.,influence of temperature and moisture conditions of locality on the yield formation of sunflower helianthus annuus l,acta universitatis agriculturae et silviculturae mendelianae brunensis,12118516,10.11118/actaun201159060099,2011,scopus,Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,22,Flávia,
Ommani A.R.,reengineering agricultural cooperatives based on engineering design in ahwaz township iran,australian journal of basic and applied sciences,19918178,NA,2011,scopus,NA,NA,Flávia,
Barnes S.L.,black church sponsorship of economic programs a test of survival and liberation strategies,review of religious research,22114866,10.1007/s13644-011-0005-6,2011,scopus,NA,NA,Flávia,
Bressan V.G.F.; Braga M.J.; Bressan A.A.; de Andrade Resende Filho M.,insolvency evaluation in credit unions an application of the pearls system avaliação de insolvência em cooperativas de crédito uma aplicação do sistema pearls,revista de administracao mackenzie,15186776,10.1590/S1678-69712011000200006,2011,scopus,Revista de Administracao Mackenzie,13,Flávia,
McAlevey L.; Sibbald A.; Tripe D.,new zealand credit union mergers,annals of public and cooperative economics,14678292,10.1111/j.1467-8292.2010.00414.x,2010,scopus,Annals of Public and Cooperative Economics,42,Flávia,
Feintrenie L.; Chong W.K.; Levang P.,why do farmers prefer oil palm lessons learnt from bungo district indonesia,small-scale forestry,18737854,10.1007/s11842-010-9122-2,2010,scopus,Small-scale Forestry,30,Flávia,
Salazar I.; Górriz C.G.,determinants of the differences in the downstream vertical integration and efficiency implications in agricultural cooperatives,b.e. journal of economic analysis and policy,19351682,10.2202/1935-1682.2694,2011,scopus,B.E. Journal of Economic Analysis and Policy,48,Flávia,
Johannessen S.; Wilhite H.,who really benefits from fairtrade an analysis of value distribution in fairtrade coffee,globalizations,1474774X,10.1080/14747731.2010.505018,2010,scopus,Globalizations,48,Flávia,
Gagliardi F.; Trivieri F.,is there a synergetic link among coops investigating the relationship between financial and nonfinancial cooperatives,international journal of economic perspectives,13071637,NA,2010,scopus,NA,20,Flávia,
Gillen J.,a battle worth winning the service of culture to the communist party of vietnam in the contemporary era,political geography,9626298,10.1016/j.polgeo.2011.05.001,2011,scopus,Political Geography,109,Flávia,
Okoh S.O.; Rahman S.A.; Ibrahim H.I.,gender participation in commercial poultry production in karu and lafia areas nasarawa state nigeria,livestock research for rural development,1213784,NA,2010,scopus,Livestock Research for Rural Development,35,Flávia,
Manikas I.; Manos B.; Vlachopoulou M.; Manthou V.,an activityoriented web application for fresh produce traceability,international journal of business information systems,17460972,10.1504/IJBIS.2010.032937,2010,scopus,International Journal of Business Information Systems,31,Flávia,
Wang H.-J.; Chang C.-C.; Chen P.-C.,the cost effects of governmentsubsidised credit evidence from farmers credit unions in taiwan,journal of agricultural economics,14779552,10.1111/j.1477-9552.2007.00137.x,2008,scopus,Journal of Agricultural Economics,70,Flávia,
Hatanaka M.; Busch L.,thirdparty certification in the global agrifood system an objective or socially mediated governance mechanism,sociologia ruralis,14679523,10.1111/j.1467-9523.2008.00453.x,2008,scopus,Sociologia Ruralis,97,Flávia,
Lindell I.; Appelblad J.,disabling governance privatisation of city markets and implications for vendors associations in kampala uganda,habitat international,1973975,10.1016/j.habitatint.2008.12.001,2009,scopus,Habitat International,102,Flávia,
Nihei T.,commodification of rural space and changes in the main varieties of paddy rice in the tohoku region,geographical review of japan series b,18834396,NA,2009,scopus,NA,10,Flávia,
Pereira E.; Rola S.; Freitas M.; Rosa L.P.,irrigation for food production in the semiarid region of northeast brazil case studies in petrolina juazeiro vale do açu and agrovila canudos in cearámirim,wit transactions on ecology and the environment,17433541,10.2495/WRM090481,2009,scopus,WIT Transactions on Ecology and the Environment,27,Flávia,
Buchta S.; Štulrajter Z.,marginalised groups of rural population,agricultural economics,0139570X,10.17221/285-agricecon,2008,scopus,Agricultural Economics (Czech Republic),29,Flávia,
Iliopoulos C.; Hendrikse G.,influence costs in agribusiness cooperatives evidence from case studies,international studies of management and organization,15580911,10.2753/IMO0020-8825390404,2009,scopus,International Studies of Management and Organization,28,Flávia,
Guo X.; Schmit T.M.; Henehan B.M.,rural supply and marketing cooperatives in china historical development problems and reform,journal of rural cooperation,3777480,NA,2008,scopus,NA,NA,Flávia,
Simmons R.; Birchall J.,the role of cooperatives in poverty reduction network perspectives,journal of socio-economics,10535357,10.1016/j.socec.2008.04.016,2008,scopus,NA,not,Flávia,
He L.; Turvey C.,financial repression in chinas agricultural economy,china agricultural economic review,17561388,10.1108/17561370910958846,2009,scopus,China Agricultural Economic Review,33,Flávia,
Laviolette P.,a matter of coopportunism inalienability in london social housing,city and society,1548744X,10.1111/j.1548-744X.2008.00009.x,2008,scopus,NA,NA,Flávia,
Mahadeva M.,understanding financial abandoning from a micro perspective policy responses to promote inclusion in india,savings and development,3934551,NA,2009,scopus,NA,17,Flávia,
Lyne M.; Collins R.,south africas new cooperatives act a missed opportunity for small farmers and land reform beneficiaries,agrekon,20780400,10.1080/03031853.2008.9523796,2008,scopus,Agrekon,30,Flávia,
Damar E.; Hunnicutt L.,credit union membership and use of internet banking technology,b.e. journal of economic analysis and policy,19351682,10.2202/1935-1682.2321,2010,scopus,B.E. Journal of Economic Analysis and Policy,48,Flávia,
Reimer J.J.,search costs in identitypreserved agricultural markets,journal of agricultural and food industrial organization,15420485,10.2202/1542-0485.1230,2008,scopus,Journal of Agricultural and Food Industrial Organization,24,Flávia,
Karlinsky N.,jewish philanthropy and jewish credit cooperatives in eastern europe and palestine up to 1939 a transnational phenomenon,journal of israeli history,17440548,10.1080/13531040802284049,2008,scopus,Journal of Israeli History,12,Flávia,
Petridou E.; Glaveli N.,rural women entrepreneurship within cooperatives training support,gender in management,17542413,10.1108/17542410810878077,2008,scopus,Gender in Management,61,Flávia,
Udoh E.J.; Kormawa P.M.,determinants for cassava production expansion in the semiarid zone of west africa,"environment, development and sustainability",1387585X,10.1007/s10668-007-9116-1,2009,scopus,"Environment, Development and Sustainability",72,Flávia,
Österberg P.; Nilsson J.,members perception of their participation in the governance of cooperatives the key to trust and commitment in agricultural cooperatives,agribusiness,15206297,10.1002/agr.20200,2009,scopus,Agribusiness,49,Flávia,
Nikolopoulos K.; Handrinos M.C.,the future of credit unions in the united states evidence from quantitative extrapolations,applied financial economics letters,17446554,10.1080/17446540701704349,2008,scopus,NA,NA,Flávia,
Leaptrott J.; Michael McDonald J.,ways managers interpret and act on common workplace events implications for the entrepreneurial executive,entrepreneurial executive,19394667,NA,2009,scopus,NA,NA,Flávia,
Golovina S.; Nilsson J.,difficulties for the development of agricultural cooperatives in russia the case of the kurgan region,journal of rural cooperation,3777480,NA,2009,scopus,NA,NA,Flávia,
Nilsson J.; Kihlén A.; Norell L.,are traditional cooperatives an endangered species about shrinking satisfaction involvement and trust,international food and agribusiness management review,15592448,NA,2009,scopus,International Food and Agribusiness Management Review,42,Flávia,
Faifua D.; Harding S.,broader rationalities and alternative forms of organisation sociological insights into social strategic action,international journal of sociology and social policy,0144333X,10.1108/01443330810900239,2008,scopus,International Journal of Sociology and Social Policy,45,Flávia,
Chakrabarty A.K.; Ghosh K.,appraisal of a rural cooperative with the thrust on rural development an empirical study,international journal of social economics,3068293,10.1108/03068290910921262,2009,scopus,International Journal of Social Economics,44,Flávia,
Carr A.; Kariyawasam A.; Casil M.,a study of the organizational characteristics of successful cooperatives,organization development journal,8896402,NA,2008,scopus,Organization Development Journal,23,Flávia,
Francesconi G.N.; Ruben R.,the life cycle of agricultural cooperatives implications for management and governance in ethiopia,journal of rural cooperation,3777480,NA,2008,scopus,NA,NA,Flávia,
Bontis N.; Serenko A.,a causal model of human capital antecedents and consequents in the financial services industry,journal of intellectual capital,14691930,10.1108/14691930910922897,2009,scopus,Journal of Intellectual Capital,105,Flávia,
Zieger T.,rating of networkintegrated corporations,international advances in economic research,1573966X,10.1007/s11294-008-9186-3,2009,scopus,NA,29,Flávia,
Siciliano J.I.,a comparison of ceo and director perceptions of board involvement in strategy,nonprofit and voluntary sector quarterly,8997640,10.1177/0899764007301287,2008,scopus,Nonprofit and Voluntary Sector Quarterly,96,Flávia,
Yamashita U.; Balooni K.; Inoue M.,effect of instituting authorized neighborhood associations on communal iriai forest ownership in japan,society and natural resources,15210723,10.1080/08941920801985833,2009,scopus,Society and Natural Resources,96,Flávia,
Spielman D.J.; Cohen M.J.; Mogues T.,local governance systems and smallholder cooperatives in ethiopia,"international journal of agricultural resources, governance and ecology",14624605,10.1504/IJARGE.2009.032642,2009,scopus,"International Journal of Agricultural Resources, Governance and Ecology",25,Flávia,
Füsun Tatlidil F.; Boz I.; Tatlidil H.,farmers perception of sustainable agriculture and its determinants a case study in kahramanmaras province of turkey,"environment, development and sustainability",1387585X,10.1007/s10668-008-9168-x,2009,scopus,"Environment, Development and Sustainability",72,Flávia,
Mbassa G.K.; Mgongo F.O.K.; Melau L.S.B.; Mlangwa J.E.D.; Silayo R.S.; Bimbita E.N.; Hayghaimo A.A.; Mbiha E.R.,a financing system for the control of tickborne diseases in pastoral herds the kambala tanzania model,livestock research for rural development,1213784,NA,2009,scopus,Livestock Research for Rural Development,35,Flávia,
Ligon E.,risk management in the cooperative contract,american journal of agricultural economics,14678276,10.1111/j.1467-8276.2009.01286.x,2009,scopus,American Journal of Agricultural Economics,126,Flávia,
Chaddad F.R.; Boland M.,strategystructure alignment in the world coffee industry the case of cooxupé,review of agricultural economics,14679353,10.1111/j.1467-9353.2009.01459.x,2009,scopus,NA,not,Flávia,
Barboza G.; Roth K.,understanding customers revealed satisfaction preferences an order probit model for credit unions,journal of financial services marketing,14791846,10.1057/fsm.2008.27,2009,scopus,Journal of Financial Services Marketing,25,Flávia,
Janová J.; Ambrožová P.,optimization of production planningin czech agricuhural cooperative via linear programming využití lineárního programování v optimalizaci osevního plánu zemědělského družstva v čr,acta universitatis agriculturae et silviculturae mendelianae brunensis,12118516,10.11118/actaun200957060099,2009,scopus,Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,22,Flávia,
Cardona C.; Slemons R.; Perez D.,the prevention and control of avian influenza the avian influenza coordinated agriculture project,poultry science,325791,10.3382/ps.2008-00332,2009,scopus,Poultry Science,162,Flávia,
Martin P.A.,managing knowledge to enhance learning,knowledge management and e-learning,20737904,NA,2009,scopus,Knowledge Management and E-Learning,26,Flávia,
Brown C.; Davis K.,capital management in mutual financial institutions,journal of banking and finance,3784266,10.1016/j.jbankfin.2008.08.016,2009,scopus,Journal of Banking and Finance,185,Flávia,
Cooney R.; Baumber A.; Ampt P.; Wilson G.,sharing skippy how can landholders be involved in kangaroo production in australia,rangeland journal,10369872,10.1071/RJ08025,2009,scopus,Rangeland Journal,44,Flávia,
Seguí-Mas E.; Izquierdo R.J.S.,studying the financial resources for agrifood industry and rural development description of human capital in credit unions through delphi analysis,interciencia,3781844,NA,2009,scopus,Interciencia,39,Flávia,
Chen T.-Y.; Chen C.-B.; Peng S.-Y.,firm operation performance analysis using data envelopment analysis and balanced scorecard a case study of a credit cooperative bank,international journal of productivity and performance management,17410401,10.1108/17410400810904010,2008,scopus,International Journal of Productivity and Performance Management,71,Flávia,
Sharma H.P.; Sharma D.K.; Jana R.K.,credit union portfolio management  an additive fuzzy goal programming approach,international research journal of finance and economics,14502887,NA,2009,scopus,NA,29,Flávia,
Saitone T.L.; Sexton R.J.,optimal cooperative pooling in a qualitydifferentiated market,american journal of agricultural economics,14678276,10.1111/j.1467-8276.2009.01288.x,2009,scopus,American Journal of Agricultural Economics,126,Flávia,
Goddard J.; McKillop D.; Wilson J.O.S.,what drives the performance of cooperative financial institutions evidence for us credit unions,applied financial economics,14664305,10.1080/09603100701262818,2008,scopus,NA,NA,Flávia,
Terreros I.S.; Malorgio G.; Górriz C.G.,comparison between spanish and italian regulations on cooperative firms traditional or hybrid model,new medit,15945685,NA,2009,scopus,New Medit,23,Flávia,
Lamberte M.; Manlagñit M.C.V.,the impact of women members and employees on the severity of agency conflicts in philippine cooperative credit unions,canadian journal of development studies,2255189,NA,2008,scopus,Canadian Journal of Development Studies,36,Flávia,
Muenstermann I.,cross boundary farming can this challenging farming method save the australian family farm,rural society,10371656,10.5172/rsj.19.3.262,2009,scopus,Rural Society,28,Flávia,
Méndez V.E.; Shapiro E.N.; Gilbert G.S.,cooperative management and its effects on shade tree diversity soil properties and ecosystem services of coffee plantations in western el salvador,agroforestry systems,15729680,10.1007/s10457-009-9220-3,2009,scopus,Agroforestry Systems,87,Flávia,
Kim B.-W.; Lee D.; Jeon J.-T.; Lee J.-G.,estimation of genetic parameters for milk production traits using a random regression testday model in holstein cows in korea,asian-australasian journal of animal sciences,10112367,10.5713/ajas.2009.80110,2009,scopus,NA,NA,Flávia,
Besomi D.; Colacchio G.,auguste ott on commercial crises and distributive justice an early inputoutput scheme,review of political economy,14653982,10.1080/09538250903392101,2010,scopus,Review of Political Economy,33,Flávia,
Mangan A.,were not banks exploring selfdiscipline subjectivity and cooperative work,human relations,1741282X,10.1177/0018726708099516,2009,scopus,Human Relations,152,Flávia,
Galdeano-Gómez E.,productivity effects of environmental performance evidence from tfp analysis on marketing cooperatives,applied economics,14664283,10.1080/00036840600905266,2008,scopus,Applied Economics,98,Flávia,
Feinberg R.M.,explaining the credit union entry decision and implications for performance,review of industrial organization,15737160,10.1007/s11151-008-9177-9,2008,scopus,Review of Industrial Organization,62,Flávia,
Tsukakoshi Y.; Naito S.; Ishida N.; Yasui A.,variation in moisture total sugar and carotene content of japanese carrots use in sample size determination,journal of food composition and analysis,8891575,10.1016/j.jfca.2008.06.013,2009,scopus,Journal of Food Composition and Analysis,130,Flávia,
Crémer J.,risk sharing ceo incentives and quality differentiation in agricultural cooperatives discussion,american journal of agricultural economics,14678276,10.1111/j.1467-8276.2009.01289.x,2009,scopus,American Journal of Agricultural Economics,126,Flávia,
NA,hr incentives and guntoting guerillas labor cooperative provides the peaceful path,human resource management international digest,9670734,10.1108/09670730810900839,2008,scopus,Human Resource Management International Digest,16,Flávia,
Maietta O.W.; Sena V.,is competition really bad news for cooperatives some empirical evidence for italian producers cooperatives,journal of productivity analysis,15730441,10.1007/s11123-008-0100-z,2008,scopus,Journal of Productivity Analysis,88,Flávia,
Markard J.; Petersen R.,the offshore trend structural changes in the wind power sector,energy policy,3014215,10.1016/j.enpol.2009.04.015,2009,scopus,Energy Policy,254,Flávia,
Chibanda M.; Ortmann G.F.; Lyne M.C.,institutional and governance factors influencing the performance of selected smallholder agricultural cooperatives in kwazulunatal,agrekon,20780400,10.1080/03031853.2009.9523828,2009,scopus,Agrekon,30,Flávia,
Forgács C.,leadership and importance of social capital in cooperatives during transition a case study of two cooperatives,journal of rural cooperation,3777480,NA,2008,scopus,NA,NA,Flávia,
Aboagye A.Q.Q.,a baseline study of ghanian microfinance institutions,journal of african business,15229076,10.1080/15228910903187734,2009,scopus,Journal of African Business,34,Flávia,
Blackman A.; Albers H.J.; Ávalos-Sartorio B.; Murphy L.C.,land cover in a managed forest ecosystem mexican shade coffee,american journal of agricultural economics,14678276,10.1111/j.1467-8276.2007.01060.x,2008,scopus,American Journal of Agricultural Economics,126,Flávia,
Dietl H.M.; Franck E.; Hasan T.; Lang M.,governance of professional sports leaguescooperatives versus contracts,international review of law and economics,1448188,10.1016/j.irle.2008.11.001,2009,scopus,International Review of Law and Economics,45,Flávia,
Deka G.; Bhattacharyya K.G.,heavy metal intrusion into drinking water and rice near close vicinity of a textile mill,indian journal of environmental protection,2537141,NA,2008,scopus,Indian Journal of Environmental Protection,20,Flávia,
Gunderson M.; Gloy B.; Rodgers C.,the impact of board of director characteristics on farm credit association performance,agricultural finance review,21466,10.1108/00021460910978652,2009,scopus,Agricultural Finance Review,31,Flávia,
Primmer E.; Wolf S.A.,empirical accounting of adaptation to environmental change organizational competencies and biodiversity in finnish forest management,ecology and society,17083087,10.5751/ES-02926-140227,2009,scopus,Ecology and Society,161,Flávia,
Hodgson V.L.; Hodgson A.,marketing communication expenditures and financial capitalthe impact of marketing as an option,australian journal of management,3128962,10.1177/031289620803300206,2008,scopus,Australian Journal of Management,43,Flávia,
Stern L.V.; Swidler S.; Hinkelmann C.,deposit rate sensitivity of credit union shares,journal of economics and finance,19389744,10.1007/s12197-008-9028-4,2009,scopus,Journal of Economics and Finance,34,Flávia,
Ryder N.; Chambers C.,the credit crunch are credit unions able to ride out the storm,journal of banking regulation,17502071,10.1057/jbr.2009.14,2009,scopus,Journal of Banking Regulation,17,Flávia,
Haque C.E.; Deb A.K.; Medeiros D.,integrating conservation with livelihood improvement for sustainable development the experiment of an oyster producers cooperative in southeast brazil,society and natural resources,15210723,10.1080/08941920802271761,2009,scopus,Society and Natural Resources,96,Flávia,
Banaszak I.; Beckmann V.,the incentive structure in public policies  the example of the law on producer groups in poland,society and economy,1588970X,10.1556/SocEc.30.2008.1.4,2008,scopus,Society and Economy,15,Flávia,
Hillier D.; Hodgson A.; Stevenson-Clarke P.; Lhaopadchan S.,accounting window dressing and template regulation a case study of the australian credit union industry,journal of business ethics,15730697,10.1007/s10551-007-9640-9,2008,scopus,Journal of Business Ethics,229,Flávia,
Hernández-Espallardo M.; Arcas-Lario N.,outcome and behaviourcontrol in distribution partnerships the role of trust and dependence and their effects on performance,"international review of retail, distribution and consumer research",9593969,10.1080/09593960701778119,2008,scopus,"International Review of Retail, Distribution and Consumer Research",46,Flávia,
Mikami K.; Tanaka S.,food processing business and agriculture cooperatives in japan market power and asymmetric information,asian economic journal,13513958,10.1111/j.1467-8381.2008.00270.x,2008,scopus,Asian Economic Journal,31,Flávia,
Zhongyi J.; Xiurong H.,the rural cooperative medical system in china background development achievement and problems,china agricultural economic review,17561388,10.1108/17561370910915375,2009,scopus,China Agricultural Economic Review,33,Flávia,
Planas J.,landowners and agrarian associations in catalunya 18501936 os proprietários e o associativismo agrário na catalunha 18501936,analise social,32573,NA,2009,scopus,Analise Social,17,Flávia,
Jossa B.,how cooperative firms should be organised from the perspective of todays economic theory,politica economica,11209496,10.1429/28761,2008,scopus,Politica Economica,9,Flávia,
Deka G.; Bhattacharyya K.G.,assessment of water quality in an area receiving effluent discharge from a textile mill,indian journal of environmental protection,2537141,NA,2009,scopus,Indian Journal of Environmental Protection,20,Flávia,
Gimenes R.M.T.; Gimenes F.M.P.,applicability of the dynamic analysis of the working capital as an evaluation instrument of the financial administration in agricultural cooperatives aplicabilidade da análise dinâmica do capital de giro como intrumento de avaliação da gestão financeira em cooperativas agropecuárias,revista de economia contemporanea,14159848,10.1590/s1415-98482008000100005,2008,scopus,Revista de Economia Contemporanea,8,Flávia,
Choi H.,institutionalization of trust as response to globalization the case of consumer cooperatives in south korea,transition studies review,16144015,10.1007/s11300-009-0082-1,2009,scopus,NA,NA,Flávia,
Ayadi O.F.; Hyman L.M.; Williams J.,the role of community banks in economic development a nigerian case study,savings and development,3934551,NA,2008,scopus,NA,17,Flávia,
Songsrirote N.; Thanyakhun S.,cost efficiency and management performance on sericulture in roiet and mahasarakham provinces,international journal of economic perspectives,13071637,NA,2009,scopus,NA,20,Flávia,
Ahmad A.U.F.; Rafique Ahmad A.B.,islamic microfinance the evidence from australia,humanomics,8288666,10.1108/08288660910986946,2009,scopus,NA,NA,Flávia,
Lee Y.-M.; Han C.-M.; Li Y.; Lee J.-J.; Kim L.H.; Kim J.-H.; Kim D.-I.; Lee S.-S.; Park B.-L.; Shin H.-D.; Kim K.-S.; Kim N.-S.; Kim J.-J.,a whole genome association study to detect single nucleotide polymorphisms for carcass traits in hanwoo populations,asian-australasian journal of animal sciences,10112367,10.5713/ajas.2010.10019,2010,scopus,NA,NA,Flávia,
Suttibak S.; Nitivattananon V.,assessment of factors influencing the performance of solid waste recycling programs,"resources, conservation and recycling",9213449,10.1016/j.resconrec.2008.09.004,2008,scopus,"Resources, Conservation and Recycling",170,Flávia,
Hodge S.J.; Manica A.; Flower T.P.; Clutton-Brock T.H.,determinants of reproductive success in dominant female meerkats,journal of animal ecology,13652656,10.1111/j.1365-2656.2007.01318.x,2008,scopus,Journal of Animal Ecology,170,Flávia,
Ritossa C.M.; Bulgacov S.,internationalization and diversification strategies of agricultural cooperatives a quantitative study of the agricultural cooperatives in the state of parana,bar - brazilian administration review,18077692,10.1590/S1807-76922009000300003,2009,scopus,BAR - Brazilian Administration Review,19,Flávia,
Glenk K.; Pavliashvili J.; Profeta A.,preferences for rural credit systems and their impact on the implementation of credit unions in georgia,journal of rural cooperation,3777480,NA,2009,scopus,NA,NA,Flávia,
Banaszak I.,agricultural producer groups in poland empirical survey results,journal of rural cooperation,3777480,NA,2008,scopus,NA,NA,Flávia,
Duff G.; Garnett D.; Jacklyn P.; Landsberg J.; Ludwig J.; Morrison J.; Novelly P.; Walker D.; Whitehead P.,a collaborative design to adaptively manage for landscape sustainability in north australia lessons from a decade of cooperative research,landscape ecology,9212973,10.1007/s10980-008-9236-5,2009,scopus,Landscape Ecology,143,Flávia,
Baker A.,credit union regulation and the financial services authority less is more but better,international journal of law and management,1754243X,10.1108/17542430810919259,2008,scopus,International Journal of Law and Management,24,Flávia,
Cockburn A.; Osmond H.L.; Mulder R.A.; Double M.C.; Green D.J.,demography of male reproductive queues in cooperatively breeding superb fairywrens malurus cyaneus,journal of animal ecology,13652656,10.1111/j.1365-2656.2007.01335.x,2008,scopus,Journal of Animal Ecology,170,Flávia,
Bernard T.; Spielman D.J.,reaching the rural poor through rural producer organizations a study of agricultural marketing cooperatives in ethiopia,food policy,3069192,10.1016/j.foodpol.2008.08.001,2009,scopus,Food Policy,126,Flávia,
Heg D.; Heg-Bachar Z.; Brouwer L.; Taborsky M.,experimentally induced helper dispersal in colonially breeding cooperative cichlids,environmental biology of fishes,3781909,10.1007/s10641-007-9317-3,2008,scopus,Environmental Biology of Fishes,94,Flávia,
Bowrin A.R.; Ramnanan J.,composition of supervisory committees in trinidad and tobago credit unions,corporate ownership and control,17279232,NA,2008,scopus,NA,24,Flávia,
Ryder N.,credit union legislative frameworks in the united states of america and the united kingdom  a flexible friend or a step towards the dark side,journal of consumer policy,15730700,10.1007/s10603-007-9053-2,2008,scopus,Journal of Consumer Policy,56,Flávia,
Bin Mahajar A.J.; Mohd Yunus J.B.,internationalisation of kedahs cooperative societies,problems and perspectives in management,17277051,NA,2005,scopus,Problems and Perspectives in Management,25,Flávia,
Burton A.,moral objection or trading imperative the british consumer cooperative movement responds to commercial television in the 1950s,aaa - arbeiten aus anglistik und amerikanistik,1715410,NA,2007,scopus,AAA - Arbeiten aus Anglistik und Amerikanistik,8,Flávia,
Shanahan Y.P.; Lord B.R.; Robb A.J.,annual report readership a study of an agricultural supply cooperative,journal of rural cooperation,3777480,NA,2007,scopus,NA,NA,Flávia,
Costales A.; Delgado C.; Catelo M.A.; Lapar M.L.; Tiongco M.; Ehui S.; Bautista A.Z.,scale and access issues affecting smallholder hog producers in an expanding periurban market southern luzon philippines,research report of the international food policy research institute,8867372,NA,2007,scopus,NA,19,Flávia,
Papadopoulos A.P.; Papanikos G.T.,the determinants of vinegrowers employment and policy implications the case of a greek island,agricultural economics,1695150,10.1111/j.0169-5150.2005.00005.x,2005,scopus,Agricultural Economics (United Kingdom),96,Flávia,
Allen S.J.; Schuster E.W.,controlling the risk for an agricultural harvest,manufacturing and service operations management,15265498,10.1287/msom.1040.0035,2004,scopus,Manufacturing and Service Operations Management,102,Flávia,
Kulmala H.I.; Uusi-Rauva E.,network as a business environment experiences from software industry,supply chain management,13598546,10.1108/13598540510606223,2005,scopus,Supply Chain Management,135,Flávia,
Taylor P.L.; Murray D.L.; Raynolds L.T.,keeping trade fair governance challenges in the fair trade coffee initiative,sustainable development,9680802,10.1002/sd.278,2005,scopus,Sustainable Development,81,Flávia,
Damery D.T.,landownerdriven sustainable forest management and valueadded processing a case study in massachusetts usa,journal of sustainable forestry,1540756X,10.1300/J091v24n02_07,2007,scopus,Journal of Sustainable Forestry,34,Flávia,
Richardson G.,the prudent village risk pooling institutions in medieval english agriculture,journal of economic history,220507,10.1017/S0022050705000136,2005,scopus,Journal of Economic History,66,Flávia,
Valentinov V.; Fritzsch J.,are cooperatives hybrid organizations an alternative viewpoint,journal of rural cooperation,3777480,NA,2007,scopus,NA,NA,Flávia,
Dow Jr. J.P.,the adoption of web banking at credit unions,quarterly review of economics and finance,10629769,10.1016/j.qref.2006.08.014,2007,scopus,Quarterly Review of Economics and Finance,60,Flávia,
Surroca J.; García-Cestona M.A.; Santamaria L.,corporate governance and the mondragón cooperatives,management research,15365433,10.2753/JMR1536-5433040202,2006,scopus,Management Research,22,Flávia,
Cabo P.; Rebelo J.,why do agricultural credit cooperatives merge the portuguese experience,annals of public and cooperative economics,14678292,10.1111/j.1370-4788.2005.00287.x,2005,scopus,Annals of Public and Cooperative Economics,42,Flávia,
Belcher K.; Schmutz J.K.,management of the prairie landscape through strategic consumerproducer cooperatives,prairie forum,3176282,NA,2005,scopus,NA,9,Flávia,
Doherty B.; Meehan J.,competing on social resources the case of the day chocolate company in the uk confectionery sector,journal of strategic marketing,0965254X,10.1080/09652540600947847,2006,scopus,Journal of Strategic Marketing,61,Flávia,
Holland S.J.; King R.P.,trading mechanisms for newgeneration cooperative stock the architecture of organizational formation and demise,american journal of agricultural economics,29092,10.1111/j.0002-9092.2004.00675.x,2004,scopus,American Journal of Agricultural Economics,126,Flávia,
Manton K.,playing both sides against the middle the labour party and the wholesaling industry 19191951,twentieth century british history,14774674,10.1093/tcbh/hwm015,2007,scopus,Twentieth Century British History,22,Flávia,
Ferreira M.A.M.; Gonçalves R.M.L.; Braga M.J.,investigação do desempenho das cooperativas de crédito de minas gerais por meio da análise envoltória de dados dea,economia aplicada,14138050,10.1590/S1413-80502007000300006,2007,scopus,Economia Aplicada,12,Flávia,
Gertler M.; Jaffe J.A.; Swystun L.,the old same place gender relations on cooperative and conventional farms in saskatchewan,prairie forum,3176282,NA,2004,scopus,NA,9,Flávia,
Davis K.,credit unions and demutualisation,managerial finance,3074358,10.1108/03074350510769938,2005,scopus,Managerial Finance,45,Flávia,
Franks J.R.; Mc Gloin A.,environmental cooperatives as instruments for delivering acrossfarm environmental and rural policy objectives lessons for the uk,journal of rural studies,7430167,10.1016/j.jrurstud.2007.03.002,2007,scopus,Journal of Rural Studies,124,Flávia,
Winter R.; Jackson B.,state of the psychological contract manager and employee perspectives within an australian credit union,employee relations,1425455,10.1108/01425450610683636,2006,scopus,Employee Relations,62,Flávia,
Asher M.G.,reforming governance and regulation of urban cooperative banks in india,journal of financial regulation and compliance,13581988,10.1108/13581980710726769,2007,scopus,Journal of Financial Regulation and Compliance,22,Flávia,
Raufflet E.; Barragán P.M.,organizational dimensions of decentralized forest management lessons from a farmers cooperative in central mexico,unasylva,416436,NA,2006,scopus,NA,34,Flávia,
Apantaku S.O.; Oluwalana E.O.A.; Adepegba O.A.,poultry farmers preference and use of commercial and selfcompounded feeds in oyo area of oyo state nigeria,agriculture and human values,0889048X,10.1007/s10460-005-6110-9,2006,scopus,Agriculture and Human Values,86,Flávia,
Tain F.H.; Diana J.S.,impacts of extension practice lessons from small farmbased aquaculture of nile tilapia in northeastern thailand,society and natural resources,15210723,10.1080/08941920601171824,2007,scopus,Society and Natural Resources,96,Flávia,
Montoya R.,socialist scenarios power and state formation in sandinista nicaragua,american ethnologist,940496,10.1525/ae.2007.34.1.71,2007,scopus,American Ethnologist,90,Flávia,
